Schweizer Strahler 9 / 72,Martin Nyffeler,Die Pegmatite der Region Brissago,,
Schweizer Strahler 9 / 72,"W. Begert, M. Oppizzi, G. Szabo","Calcit mit Erdöleinschlüssen von Enney bei Gruyère, Fribourg",,
Schweizer Strahler 9 / 72,P. Benoit Bickel,Betrachtungen zu den Brookitvorkommen des Wallis,,
Schweizer Strahler 9 / 72,P. Stuker,Zu Unrecht vernachlässigt : die Stereoskopie,,
Schweizer Strahler 10 / 72,Chr. Alean,"Vom ""Öhrlidiamanten"" zum Stern- und Szepterquarz Teil 2",,
Schweizer Strahler 10 / 72,A. Frey,Anatas vom Oeschinensee,,
Schweizer Strahler 10 / 72,Fritz Kasper,So findet man Berylle,"Piano di Verdabbio, Val Mesolcina",
Schweizer Strahler 10 / 72,Markus Wilhelm,Milarit,,
Schweizer Strahler 10 / 72,Rudolf Rykart,"Sageniteinschlüsse in Quarzen aus dem vorderen Val Bedretto, Tessin",,
Schweizer Strahler 10 / 72,Franz Herzog,Goethit oder Nadeleisenerz,,
Schweizer Strahler 10 / 72,A. Frey,Einige Tips für die Cavradischlucht,,
Schweizer Strahler 10 / 72,Walter Zeitschel,Tektite - Glasspritzer vom Mond ?,,
Schweizer Strahler 11 / 72,Dr. P. von Deschwanden,Mineralien aus dem Sackgraben bei Adelboden,,
Schweizer Strahler 11 / 72,Fritz Buck,Kristallgrabende Mäuse,Mäusequarze,
Schweizer Strahler 11 / 72,Martin Nyffeler,Magnetit in pegmatitischen Gesteinen des Melezza - Gebietes,,
Schweizer Strahler 11 / 72,Fritz Buck,"Japaner - Zwillinge von der Nadelquarz- Fundstelle im hinteren Val Bedretto, Tessin",,
Schweizer Strahler 11 / 72,Rudolf Rykart,"Quarze vom Hausstock bei Elm, Glarus",,
Schweizer Strahler 11 / 72,Martin Nyffeler,Cordieritfundstellen in der Schweiz und den angrenzenden Gebieten,,
Schweizer Strahler 11 / 72,Annina Vital,"Seltsame Quarze aus Minas Geraes, Brasilien",Riefung durch negative Trapezoeder,
Schweizer Strahler 11 / 72,Rudolf Rykart,Barytfund in der oligozänen Molasse am Pilatus,,
Schweizer Strahler 12 / 72,Stefan Graeser,Meta- Torbernit im Binntal,,
Schweizer Strahler 12 / 72,Rudolf Rykart,"Habitusänderungen bei Quarzen aus dem Val Bedretto, Tessin",,
Schweizer Strahler 12 / 72,Rudolf Rykart,Von Quarzkristallen umwachsene Quarzkristalle,,
Schweizer Strahler 12 / 72,Rolf Bühler,Ein neuer Strontianitfund im Schweizer Jura,,
,Max Weibel,Zinkblende aus der Lukmanierschlucht,,
Schweizer Strahler 12 / 72,Martin Nyffeler,Die Südalpinen Tonerdepegmatite,,
Schweizer Strahler 12 / 72,Fritz Reichen,Die Mineralfunde am Nufenenpass,,
Schweizer Strahler 12 / 72,G.G. Laemmlein,"Über die Entstehung flacher Kristalle mit ""weißen Streifen""",z.B.  Fadenquarz,
Schweizer Strahler 1 / 73,H.A. Stalder,"Mineralien, die erstmals auf Schweizerboden entdeckt worden sind",,
Schweizer Strahler 1 / 73,R. Kleisli,Micromounter-Streifzug durch die Lägeren      Teil 1,,
Schweizer Strahler 1 / 73,Roger Martin,Septaria,,
Schweizer Strahler 1 / 73,Silvio Lareida,Berylle der Bergeller Pegmatite,,
Schweizer Strahler 1 / 73,Martin Nyffeler,Die südalpinen Chrysoberyllfunde,,
Schweizer Strahler 2 / 73,Rudolf Rykart,Wachstumsdauer eines Bergkristalls,,
Schweizer Strahler 2 / 73,A. Frey,Einige Quarzfundstellen im Val d´Illiez und in der Umgebung von Bex,,
Schweizer Strahler 2 / 73,Martin Nyffeler,Über neue Mineralien aus dem Pegmatit von Cresciano,,
Schweizer Strahler 2 / 73,Martin Nyffeler,Kupferkies aus dem Pegmatit von Cresciano,,
Schweizer Strahler 2 / 73,Athos Simonetti,"Beryll, Chrysoberyll, Turmalin, Dumortierit und Granat in Tessiner und Misoxer Pegmatiten",,
Schweizer Strahler 2 / 73,R. Kleisli,Micromounter-Streifzug durch die Lägeren      Teil 2,,
Schweizer Strahler 2 / 73,H. Lüthi,Das Reinigen von Mineralien,,
Schweizer Strahler 2 / 73,Annina Vital,Quarzkristall- Gruppe doppelendiger Kristalle,,
Schweizer Strahler 3 / 73,Marc Weidmann,"Von einem Waadtländer ""Goldrausch"" : Die Minen der Dent de Vaulion",,
Schweizer Strahler 3 / 73,Roger Martin,"Morphologie der Quarze der Zone Orpierre (Hautes Alpes, Frankreich) Teil 1",,
Schweizer Strahler 3 / 73,Rudolf Rykart,Der Blei-Zinkerzbergbau bei Goppenstein,,
Schweizer Strahler 3 / 73,Martin Nyffeler,Die Pegmatite von Ponte Brolla,,
Schweizer Strahler 4 / 73,Alex Kipfer,"Alpine Mineral-Zerrklüfte mit den seltenen Mineralien Gadolinit, Aeschynit, Synchisit, Bastnäsit und Brannerit",,
Schweizer Strahler 5 / 74,Roger Martin,"Morphologie der Quarze der Zone Orpierre (Hautes Alpes, Frankreich) Teil 2",,
Schweizer Strahler 5 / 74,Pierre Favarger,Die Mikrogeoden von Anatas und Zirkon im schweizerischen Montblancmassiv,,
Schweizer Strahler 5 / 74,Max Weibel,"Karbonatparagenesen von Obergesteln, Goms",,
Schweizer Strahler 5 / 74,G. Szabo,"Rosa Fluorit von Mièville, Unterwallis",,
Schweizer Strahler 5 / 74,Henri Pralong,Ein bescheidenes Mineralpaar aus dem Binntal : Xenotim und Monazit,,
Schweizer Strahler 6 / 74,"Stefan Graeser, Andreas Burkhard",Quarz - oder Calcit,Mimetischer Calcit,
Schweizer Strahler 6 / 74,Rudolf Rykart,Rutil in röhrenförmigen Aggregaten,,
Schweizer Strahler 6 / 74,"V. Divjacovic, W. Nowacki","Stibioniobit von Emd (Mattertal, Wallis)",,
Schweizer Strahler 6 / 74,Rudolf Blatter,Wie ein kleiner Gletscher eine grosse Rauchquarzstufe frei gibt und deren Reise ins Unterland,,
Schweizer Strahler 6 / 74,Carlo Taddei,Grono - Nadr - Valle Calanca,,
Schweizer Strahler 6 / 74,H.A. Stalder,Wann und wie sind unsere Granite entstanden ?,,
Schweizer Strahler 6 / 74,Martin Nyffeler,Graphit als Bestandteil von Tessiner Pegmatiten,,
Schweizer Strahler 6 / 74,Martin Nyffeler,Ilmenit in den Tessiner Pegmatiten,,
Schweizer Strahler 6 / 74,Martin Nyffeler,Feldergeteilter Turmalin im Pegmatit von Claro,,
Schweizer Strahler 6 / 74,Alfred Frey,Neue Mineralien aus dem Unterwallis,,
Schweizer Strahler 6 / 74,Richard Wanner,"Szepterquarze mit teilweiser Amethystfärbung von der westlichen Talseite des vorderen Val Nalps, (Tavetsch)",,
Schweizer Strahler 6 / 74,"Jakob Stieger, Rudolf Rykart","Zwei skurrile Quarzverwachsungen, Erklärung ihrer Entstehung",,
Schweizer Strahler 6 / 74,F. de Quervain,Robert L. Parker (1893 - 1973),,
Schweizer Strahler 7 / 74,F. de Quervain,Eine alte Marmorarbeit im Saanenland,,
Schweizer Strahler 7 / 74,Stefan Graeser,Mineralneufunde aus der Schweiz und angrenzenden Gebieten,"Aeschynit, Antimonit, Bastnäsit, Bavenit, Beryll, Boulangerit, Covellin, Datolith, Dickit, Digenit, Fersmit, Gold, Hemimorphit, Hydrozinkit, Ilvait, Kainosit, Konichalcit, Lepidokrokit, Millerit, Mimetesit, Mixit, Molybdänit 3 -R, Niobit, Tantalit, Phlogopit, Powellit, Pyrochlor, Pyrolusit, Schapbachit, Scheelit, Turmalinasbest, Vanadinit, Pb-Ag-Bi-Sulfosalz",
Schweizer Strahler 7 / 74,Erich Offermann,Fotografie von Kleinmineralien,,
Schweizer Strahler 7 / 74,H.A.Stalder,Bergkristalle im Schloss Spiez,,
Schweizer Strahler 7 / 74,"W.Stucki, Th. Stucki",Gipskristalle aus Leissigen,,
Schweizer Strahler 7 / 74,Alfred Frey,Hyalit und Fluorit vom Lago Tremorgio,,
Schweizer Strahler 7 / 74,Jürgen F. v. Raumer,Mineralneubildungen im Mont-Blanc-Granit,,
Schweizer Strahler 8 / 74,Peter Indergand,Ich ging Steine suchen - und fand Menschen 1,,
Schweizer Strahler 8 / 74,Annina Vital,Bergkristalle des vorderen Lugnez,,
Schweizer Strahler 8 / 74,Peter  Kürsteiner,Die Mineralfundstellen im Alpsteinmassiv,,
Schweizer Strahler 8 / 74,Jakob Stieger,Außergewöhnliche Anatasfunde in den Bündnerschiefern des Hinterrheintales,,
Schweizer Strahler 8 / 74,Peter Indergand,Meine Mineralienfunde im Zulaufstollen SBB Unteralpreuss - Ritomsee,,
Schweizer Strahler 8 / 74,E. Offermann,Kleinmineralien,,
Schweizer Strahler 9 / 75,"Alfred Frey, G. Szabo",Neues aus dem Greyerzerland,"Quarze mit c-Fläche, Szepterquarze",
Schweizer Strahler 9 / 75,Alexander Kipfer,Zeugen aus alter Zeit,antike Sammlungskästchen,
Schweizer Strahler 9 / 75,Hans Holenweg,Baryt und Hämatit aus dem Eisenerzbergwerk Herznach,,
Schweizer Strahler 9 / 75,Hans Holenweg,Betrachungen über die Entstehung der Mineralisationen im Schweizer Jura,,
Schweizer Strahler 9 / 75,Alex Kipfer,Die Lumineszenz von Mineralien mit dem Element Cer,selektive Adsorption,
Schweizer Strahler 9 / 75,Peter Indergand,Ich ging Steine suchen - und fand Menschen 2,,
Schweizer Strahler 10 / 75,"Rudolf Rykart, J. Scherer, A. Imhasly","Skapolithe vom Lago Tremorgio, Tessin",,
Schweizer Strahler 10 / 75,Peter Indergand,Ich ging Steine suchen - und fand Menschen 3,,
Schweizer Strahler 10 / 75,Redaktion,Ein außergewöhnlicher Fund,"Japanerzwilling vom Chrüzbachtobel, Vättis",
Schweizer Strahler 10 / 75,Francois Bussat,Andamooka ! Opal ! Glück ?,,
Schweizer Strahler 10 / 75,"R. Häberli, M. Fivaz",Eine Calcitmineralisation im Niederterassenschotter,,
Schweizer Strahler 10 / 75,H.A. Stalder,Edmund v. Fellenberg in Siebenbürgen,,
Schweizer Strahler 10 / 75,"G.G. Lemmlein, M.G. Kliya",Die Besonderheiten der Rissverheilung in Kristallen bei sinkender Temperatur,,
Schweizer Strahler 10 / 75,E. Offermann,Kleinmineralien,,
Schweizer Strahler 11 / 75,Albert Wagner,Von einem neuen Fundbezirk am Lukmanier,,
Schweizer Strahler 11 / 75,Hermann Ogi,Mineralien aus der Dolomitzone der Lötschberg - Südrampe,,
Schweizer Strahler 11 / 75,Jacques Deferne,Probleme des Mineralbestimmens,,
Schweizer Strahler 11 / 75,F. de Quervain,200 Jahre Mineraltopographie in der Schweiz,,
Schweizer Strahler 11 / 75,Hans Holenweg,Eisenröschen im Schweizer Jura,,
Schweizer Strahler 11 / 75,Redaktion,"Steine , die vom Himmel fallen Teil 1",Schweizer Meteorite,
Schweizer Strahler 11 / 75,E. Offermann,Kleinmineralien,,
Schweizer Strahler 12 / 75,Peter Eggenberger,Das hat der liebe Gott so schön geschliffen ...,,
Schweizer Strahler 12 / 75,Pierre Stalder,Vollkommenheit der Kristallbildungen im Sandstein,,
Schweizer Strahler 12 / 75,Werner Nellissen,Scheelitfund im Wallis,"Scheelit, Chriegalptal",
Schweizer Strahler 12 / 75,E. Offermann,Kleinmineralien,,
Schweizer Strahler 12 / 75,Redaktion,"Steine , die vom Himmel fallen Teil 2",Schweizer Meteorite,
Schweizer Strahler 1 / 76,E. Gmelin,"Bergkristall, gebogen und gebrochen",,
Schweizer Strahler 1 / 76,Toni P. Labhart,Die Radioaktivität alpiner Gesteine,,
Schweizer Strahler 1 / 76,Christian Walt,Sturm in der Nordwand des Piz Beverin,,
Schweizer Strahler 1 / 76,"W. Nowacki, H.A. Stalder",Über ein schweizerische Vorkommen von Heyrovskyit,,
Schweizer Strahler 1 / 76,Max Isler,Wunderwelt Natur in der Dunkelheit,Plaffeit,
Schweizer Strahler 1 / 76,H. Nikolaus Lauer,"Über verschiedene Mineralfunde im obersten Val Bavona, Tessin",,
Schweizer Strahler 1 / 76,"Rene Villiger, H.J. Rawyler",Auf den Spuren der alten Goldwäscher Teil 1,,
Schweizer Strahler 1 / 76,E. Offermann,Kleinmineralien,,
Schweizer Strahler 2 / 76,"W. Schlumpf, M. Schlumpf, H.A. Stalder",Alte und neue Funde in der Rotlaui bei Guttannen,,
Schweizer Strahler 2 / 76,"Rene Villiger, H.J. Rawyler",Auf den Spuren der alten Goldwäscher Teil 2,,
Schweizer Strahler 2 / 76,Redaktion,"Steine , die vom Himmel fallen Teil 3",,
Schweizer Strahler 3 / 76,F. De Quervain,"Dolomit, Aragonit und Magnesit im Serpentin von Tarasp",,
Schweizer Strahler 3 / 76,H. Meier,Flüssigkeitseinschlüsse in Quarzkristallen vom Alpstein,,
Schweizer Strahler 3 / 76,R. Rykart,Alpine Amethyste mit s- Flächen (1121),,
Schweizer Strahler 3 / 76,Hermann Ogi,Betrachtungen über Calcite vom Gasterntal,,
Schweizer Strahler 3 / 76,W. Nowacki,Über einige Mineralien der Region Ried - Mörel,,
Schweizer Strahler 3 / 76,"Karl Schuhmacher, R. Rykart","Japaner - Zwilling von der Windgällenhütte, Uri",,
Schweizer Strahler 3 / 76,Hans Mühlethaler,Fluoriteinschluss in Bergkristall,,
Schweizer Strahler 4 / 76,"Rudolf Rykart, Hans Speis",Auflösungserscheinungen an Quarzkristallen,,
Schweizer Strahler 4 / 76,"Hans Mühlethaler, W. Cabalzar","Millerit von Scharans, Graubünden",,
Schweizer Strahler 4 / 76,Stefan Graeser,Mineralneufunde aus der Schweiz und angrenzenden Gebieten II,"Allanit, Babingtonit, Bazzit, Beryll, Bismuthinit, Bismutit, Bravoit, Brushit, Djurleit, Enargit, Eulytin, Gorceixit, Greenockit, Hidalgoit, Hydronium-Jarosit, Kainosit, Melanterit, Minium, Schwefel, Taeniolith, Tilasit, Tirolit, Pumpellyit, ß- Uranophan, Cinnabarit",
Schweizer Strahler 4 / 76,Jacques Deferne,Ein großer Orthoklaskristall,,
Schweizer Strahler 5 / 77,Albert Imhasly,"Mineralfunde im vorderen Gerental im Goms, Wallis",,
Schweizer Strahler 5 / 77,"M. Weibel, B. Ayranci",Der Axinit vom Brunnital (Schächental),,
Schweizer Strahler 5 / 77,Erich Offermann,Kaiserstuhlmineralien - fotografiert,,
Schweizer Strahler 5 / 77,A. Frey,Synchisit aus dem Unterwallis,,
Schweizer Strahler 5 / 77,A. Frey,Weitere Mineralien aus dem Greyezerland,,
Schweizer Strahler 5 / 77,R. Rykart,"Zum Wachstum plattiger Quarze mit ""Faden""",,
Schweizer Strahler 5 / 77,R. Maag,Bergbau in alter Zeit,,
Schweizer Strahler 5 / 77,R. Rykart,Neufund alpiner Quarze mit Muzo-Habitus,,
Schweizer Strahler 6 / 77,R. Rykart,Sprossenquarz,,
Schweizer Strahler 6 / 77,R. Rykart,Honigbrauner Turmalin vom Madone im Val Bedretto,,
Schweizer Strahler 6 / 77,R. Martin,Apatit vom Domschleg,,
Schweizer Strahler 6 / 77,Peter Stuker,Vielfältiger Rutil,,
Schweizer Strahler 6 / 77,Bruno Strässle,Die Specksteinöfen aus dem Oberwallis,,
Schweizer Strahler 7 / 77,"Erwin Nickel, Roger Martin",Die Pyrite von Cerniat ( Fribourg) und ihre Pseudomorphosen nach Markasit,,
Schweizer Strahler 7 / 77,A. Frey,Über einen Scheelit - Neufund,Salanfe,
Schweizer Strahler 7 / 77,"Richard Wanner, Ulrich Brönnimann",Titanoxid-Mineralien aus dem Flysch der Glarneralpen,Brookit,
Schweizer Strahler 7 / 77,W. Gabriel,Mineralien aus dem Gabbro der Phiolithzone des Oberalpsteins,,
Schweizer Strahler 8 / 77,Guido Gross,Kontakt-Zwillinge von zwei Quarzfundstellen in Graubünden,,
Schweizer Strahler 8 / 77,F. de Quervain,Johann Georg Koenigsberger,,
Schweizer Strahler 8 / 77,W. Cabalzar,Funde der letzten Jahre vom Calanda,Scheelit,
Schweizer Strahler 8 / 77,Annina Vital,Mineralogische Meldung,Mikroklüfte,
Schweizer Strahler 8 / 77,P. Eggenberger,Hervorragende Calcitfunde im Tamina- und Calfeisental,,
Schweizer Strahler 8 / 77,"W. Schlumpf, M. Schlumpf",Ein Riesenapatit,"Faulhorn,'Oberwald, Wallis",
Schweizer Strahler 8 / 77,Ernst von Allmen,"Nadelquarze vom Männlichen, Bern",,
Schweizer Strahler 9 / 78,Roger Martin,Quarze aus dem Belledonne Massiv,La Gardette,
Schweizer Strahler 9 / 78,H.A. Stalder,Alte und neue Funde aus dem Wallis,"Stipnomelan, Uranophan, Autunit, Compreignacit, Fourmarierit, Vandendriesscheit, Metatorbernit, Zippeit, Bazzit, ",
Schweizer Strahler 9 / 78,Redaktion,"Steine , die vom Himmel fallen Teil 4",Schweizer Meteoriten,
Schweizer Strahler 10 / 78,Silvio Lareida,Durbegia im Bergell,,
Schweizer Strahler 10 / 78,Robert Maag,Das ehemalige Goldbergwerk Gondo - Zwischenbergen,,
Schweizer Strahler 10 / 78,Silvio Lareida,Eisenrosen aus dem Engadin,,
Schweizer Strahler 11 / 78,Stefan Graeser,Mineralneufunde aus der Schweiz und angrenzenden Gebieten III,"Aikinit, Argentopyrit, Arsen, Bassanit, Bayleyit, Bazzit, Bismuthinit, Bismutit, Bornit, Cookeit, Diopsid, Ilesit, Pyrargyrit, Realgar, Schwefel, Silber, Smythit, Stephanit, Strontianit, Vigezzit, Mangan-Berzeliit, Sarkinit , Brochantit, Dioptas, Langit, Linarit, Pharmakosiderit, Posnjakit, Serpierit, Tirolit",
Schweizer Strahler 11 / 78,Hans Baumann,Grindelwalder Mineralien,,
Schweizer Strahler 11 / 78,Ruth Bättig,"Fenster- und Fadenquarze mit Methaneinschlüssen aus dem Firstgebiet bei Grindelwald, Bern",,
Schweizer Strahler 11 / 78,Peter Kürsteiner,Die Fundstellen im Alpsteinmassiv Teil 2,,
Schweizer Strahler 11 / 78,R. Rykart,Wachstumsbehinderte Quarze ungewöhnlicher Art,,
Schweizer Strahler 12 / 78,"Dominik Stoecklin, Rolf Eichin",Mineralien aus dem Bergwerk Herznach,,
Schweizer Strahler 1 / 79,"Paul Hottinger, Silvio Lareida",Beobachtungen an Rutil,,
Schweizer Strahler 1 / 79,Alexander Kipfer,Zwei Vorkommen von Aeschynit-(Y) in der Schweiz,,
Schweizer Strahler 1 / 79,R. Rykart,Verwachsungen von Quarzkristallen aus Klüften der Innerschweizer Kalkalpen,,
Schweizer Strahler 1 / 79,Rolf von Arx,Moos als goldenes Vlies,Gold,
Schweizer Strahler 1 / 79,"R. Rykart, Karl Hotz","Erzmineralienhaltige Klüfte südlich Segnes, Graubünden","Boulangerit, Sphalerith, Galenit, Pyrrhotin, Pyrit, Chalkopyrit, Gold",
Schweizer Strahler 2 / 79,"Alexander Kipfer, Peter Stuker","Mineralien aus dem Rotondogranit - die Mineralparagensen im Stollenprofil des Furkabasistunnels, Fenster Bedretto, Ronco, Tessin",Zeichnungen Peter Stuker,
Schweizer Strahler 3 / 79,Werner Scheidegger,Schalenförmiges Quarzwachstum - ein Fund von Alp Taspin bei Zillis,,
Schweizer Strahler 3 / 79,R. Rykart,Amethyst,,
Schweizer Strahler 3 / 79,Silvio Lareida,Phänomen bei UV - Licht,,
Schweizer Strahler 3 / 79,"Stefan Graeser, E. Offermann",Gepfropfte Calcite,Szeptercalcite,
Schweizer Strahler 3 / 79,R. Rykart,Muzo-Habitus aufwiesende Kristalle,,
Schweizer Strahler 3 / 79,R. Rykart,Igelförmige Quarzaggregate,,
Schweizer Strahler 3 / 79,A.Bachmann,Eine interessante Mineralfundstelle im Schweizer Jura: Die Grube Unter Erlimoos,,
Schweizer Strahler 3 / 79,G. Rüdlinger,"Zink, Blei und Kupfer im Albulatal","Tieftobel, Schmitten",
