Schweizer Strahler 4 / 79,"Stefan Graeser, W. Oberholzer, H.A. Stalder",Mineralneufunde aus der Schweiz und angrenzenden Gebieten IV,"Albit, Allanit, Analcim, Annabergit, Antimonit, Beryll, Crichtonit, Dolomit, Hemimorphit, Kaolinit, Lengenbachit (Reckibach), Milarit, Natrojarosit, Pyrolusit, Silber, Weddelit, Zinckenit, Cinnabarit, Devillin, Cornubit, Olivenit, Aurichalcit, Adamin, Leadhillit, Co-Rammelsbergit, Carollit, Antimon, Cervantit, Senarmontit, Schwefel, Hoernesit, ",
Schweizer Strahler 4 / 79,Ulrich Siegenthaler,Fund oder Glück im letzten Moment,"Bavenit von Oberwald, Goms",
Schweizer Strahler 4 / 79,"R. Rykart, Dr.J.Bischofsberger",Zwei Calcitgenerationen in ungewöhnlicher Verwachsung aus einer Kluft im Pilatusgebiet,,
Schweizer Strahler 5 / 80,"R. Rykart, Fritz Gautschi",Kettenbildende Hämatiteinschlüsse in Quarzkristallen,,
Schweizer Strahler 5 / 80,Annina Vital,Ein seltener Fund Teil 1,Bündner Bergkristalle mit gerieften negativen Trapezoederflächen,
Schweizer Strahler 5 / 80,Hans Schweizer,Alte und neue Phenakitfunde aus den Schweizer Alpen,,
Schweizer Strahler 5 / 80,Ulrich Siegenthaler,Eisenrose und Phenakit,Alp Lucendro,
Schweizer Strahler 5 / 80,John Medici,Ein außergewöhnlicher Szepter- Japanerzwiling,"Spruce Claim, King County, Washington",
Schweizer Strahler 5 / 80,"R. Rykart, Silvio Lareida","Ein Kuriosum: Tiefquarz, aufgewachsen auf Quarz, paramorph nach Hochquarz",,
Schweizer Strahler 6 / 80,"R. Rykart, Franz Haverkamp",Palygorskitvorkommen in der Zentralschweiz,,
Schweizer Strahler 6 / 80,Annina Vital,Ein seltener Fund Teil 2,Bündner Bergkristalle mit gerieften negativen Trapezoederflächen im Vergleich mit ähnlichen Kristallen aus Brasilien,
Schweizer Strahler 7 / 80,"A. Edenharter, F. Guenot, H.A. Stalder","Niob - Anatas aus dem Binntal, Wallis",Die Morphologie des Cipó- und des Bündner - Habitus,
Schweizer Strahler 7 / 80,Annina Vital,Ein seltener Fund Teil 2,,
Schweizer Strahler 7 / 80,Redaktion,Alte und neue Lengenbach - Funde,,
Schweizer Strahler 7 / 80,"R. Rykart, Hans Speis","Calcitkristalle, Habitusänderung im Laufe des Kristallwachstums",,
Schweizer Strahler 7 / 80,Jean-Pierre Roucan,Quarz mit Erdöleinschlüssen,,
Schweizer Strahler 8 / 80,H. Badoux,Die Salzminen von Bex und ihre Mineralien,,
Schweizer Strahler 8 / 80,H.A. Stalder,Epidot-Hohlformen in Quarzkristallen,,
Schweizer Strahler 8 / 80,Ulrich Siegenthaler,Die Fundstelle,Fensterquarze vom Tschingellochtighorn,
Schweizer Strahler 8 / 80,Werner Bühler,Die Fauna der Solnhofener Lagune,,
Schweizer Strahler 8 / 80,Ephraim Jossen,Fund eines selten großen Apatitkristalles in den Alpen,Gaspari - Apatit,
Schweizer Strahler 8 / 80,Redaktion,Eine wissentschaftliche Sensation: fotografierte Goldatome,,
Schweizer Strahler 9 / 81,Gerhard Gnehm,Die hochalpinen Mineralvorkommen bei Saas - Fee,,
Schweizer Strahler 9 / 81,Michael Soom,Kleinmineralien aus dem Gurnigelflysch,,
Schweizer Strahler 9 / 81,Redaktion,Ungewöhnliche Brookitkristalle,"Biancagletscher, Graubünden",
Schweizer Strahler 10 / 81,"Alex Kipfer, Peter Stuker","Mineral-Paragenesen in Orthogneisbändern des westlichen Aeginentals, Goms, Wallis",Zeichnungen Peter Stuker,
Schweizer Strahler 10 / 81,R. Oberhänsli,"Der Taraspit, eine hydrothermale Bildung im Serpentinit des Unterengadins",,
Schweizer Strahler 10 / 81,E. Offermann,"Die Geschichte vom alpinen ""Brasilianer""",Brasilianer Zwilling,
Schweizer Strahler 10 / 81,Ulrich Siegenthaler,Szepterquarze,Lötschtal,
Schweizer Strahler 10 / 81,Alfred Frey,Weiteres Vorkommen seltener Kleinmineralien im Unterwallis,Mont Chemin,
Schweizer Strahler 11 / 81,"Stefan Graeser, H.A. Stalder, W. Oberholzer, L. Schmutz",Mineralneufunde aus der Schweiz und angrenzenden Gebieten IV,"Akanthit, Allanit, Antimonoxid, Aragonit, Bastnäsit, Bavenit, Beryll, Bravoit, Ullmannit, Canizzarit, Cookeit, Cuprorivait, Goethit, Kupfer, Mimetesit, Muskowit 1M, Nickelhexahydrit, Prehnit, Rozenit, Silber, Skorodit-Mansfieldit, Tilasit, Titanit, Zinckenit, Caledonit, Kupfer-Zink-Sulfat, Chalkophyllit, Chlorotil, Cyanotrichit, Duftit, Euchroit, Metazeunerit, Rosasit, Strashimirit",
Schweizer Strahler 11 / 81,"Stefan Graeser, H.A. Stalder, W. Oberholzer, L. Schmutz",Mineralien aus dem Lengenbach,"Brannerit, Dickit, Fluorit, Lengenbachit, Paragonit, Rathit, Wurtzit-8 H",
Schweizer Strahler 11 / 81,"Stefan Graeser, H.A. Stalder, W. Oberholzer, L. Schmutz",Mineralien aus dem Val Formazza ,"Cheralith"", Monazit, Gadolinit, Xenotim, Bastnäsit, Allanit, ",
Schweizer Strahler 11 / 81,"Stefan Graeser, H.A. Stalder, W. Oberholzer, L. Schmutz","Mineralien von Bettelmatt, Formazza","Tennantit, Jordanit, Dufrenoysit, Fluorit",
Schweizer Strahler 11 / 81,"Stefan Graeser, H.A. Stalder, W. Oberholzer, L. Schmutz",Mineralien von Crevola d´Ossola,"Graphit, ",
Schweizer Strahler 11 / 81,"Walter Gabriel, Franz Dreier",Mineralien aus dem Fäldbachtal,,
Schweizer Strahler 11 / 81,Alwin Reithaar,Echte und Pseudophantome in Quarzkristallen,,
Schweizer Strahler 11 / 81,R. Rykart,Ein Fund authigener Quarze aus alpinen mesozoischen Sedimenten,,
Schweizer Strahler 12 / 81,Werner Bühler,"Echinodermen, Zeugen einstiger Meere",,
Schweizer Strahler 12 / 81,B. Cruse,Ein Brasilianer Zwilling aus dem mittelrheinischen Schiefergebirge ?,,
Schweizer Strahler 12 / 81,"R. Rykart, Hans Speis",Ein ostalpines Gangquarzvorkommen,,
Schweizer Strahler 12 / 81,"Ulrich Brönnimann, Rudolf Rykart","Kettenbildende Brookitkristalle längs dem ""Faden"" eines Flachquarzes aus dem Glarner Flysch",,
Schweizer Strahler 12 / 81,"A. Frey, T. Mummenthaler",Spessartin aus dem Binntal,,
Schweizer Strahler 1 / 82,Roger Martin,"Tunisit aus dem Departement Drome, Frankreich",,
Schweizer Strahler 1 / 82,R. Rykart,Ein höchst ungewöhnliches Amethystvorkommen,"Tasco, Mexcio",
Schweizer Strahler 1 / 82,A. Bachmann,"Über einen neuen Goldfund vom Südrand des Aarmassivs bei Naters, Wallis",,
Schweizer Strahler 2 / 82,H.A. Stalder,150 Jahre Naturhistorisches Museum Bern,,
Schweizer Strahler 3 / 82,Hans Schweizer,"Tessiner Quarze mit ""damaszierenden Flächen""",Brasilianer Zwillinge,
Schweizer Strahler 3 / 82,R. Rykart,Quarze mit Manganmineraleinschlüssen aus dem Oberhalbstein und ihre Geschichte,,
Schweizer Strahler 3 / 82,W. Cabalzar,"Beobachtungen am Tilasit von Falotta, Graubünden",,
Schweizer Strahler 3 / 82,"A. Frey, Th. Mummenthaler",Spessartin aus dem Binntal,,
Schweizer Strahler 3 / 82,Ulrich Siegenthaler,Kristalle aus dem Tal der Sonne: Val Blenio - Semione,,
Schweizer Strahler 3 / 82,"A. Frey, J. von Raumer",Neues Uranmineral aus dem Val du Trient,Uranopilit,
Schweizer Strahler 4 / 82,Josef Mullis,Sternquarz,,
Schweizer Strahler 4 / 82,J. Bischofsberger,Zwillingsformen beim Calcit,!,
Schweizer Strahler 4 / 82,Josef Mullis,"Die Entstehungsgeschichte von Opal, Chalcedon und Quarz von Gran Canaria","Zeichnungen von Josef Mullis, Becherquarz",
Schweizer Strahler 5 / 83,"Alex Kipfer, Peter Stuker","Die Mineralparagenesen der Granophyre von Carona (Tessin, Schweiz) und Cuasso al Monte (Italien)",Zeichnungen Peter Stuker,
Schweizer Strahler 6 / 83,J. Bischofsberger,Calcitzwillinge aus dem Entlebuch,,
Schweizer Strahler 6 / 83,Victor Jans,Mondmilch vom Mondmilchloch am Pilatus,,
Schweizer Strahler 6 / 83,G. Rüdlinger,Blei und Zink am Munt Buffalora (Ofenpass),,
Schweizer Strahler 6 / 83,G. Rüdlinger,Ein neuer Bergeisenfund am Munt Buffalora ( Ofenpass ),,
Schweizer Strahler 6 / 83,Martin Simonett,Val Punteglias,,
Schweizer Strahler 6 / 83,"G. Berset, Dominique de Peyer",Elbait vom Nufenen,,
Schweizer Strahler 6 / 83,Aldo Toroni,Ein bemerkenswerter Apatit aus dem Furkatunnel,,
Schweizer Strahler 7 / 83,Robert Maag,Neue Erkenntnisse und Beobachtungen an rezenten Goldablagerungen (Seifen) des Napfgebietes,,
Schweizer Strahler 7 / 83,Peter Stuker,Mineralien mit seltenen Erden : Spektroskopie,,
Schweizer Strahler 7 / 83,Bertold Suhner,Bestimmen von Mineralien mit Infrarot - Spektroskopie,,
Schweizer Strahler 7 / 83,"R. Rykart, Walter frei, Dölf Würsch",Grüner Fluorit aus Quarzgängen im Nufenengebiet,,
Schweizer Strahler 7 / 83,R. Rykart,Bambauerquarze mit horizontal gestreiften Flächen,,
Schweizer Strahler 7 / 83,Aldo Toroni,"Ein Fluoritkristall aus dem Gotthardstraßentunnel, Südseite",,
Schweizer Strahler 8 / 83,"R. Rykart, Franz Haverkamp",Kugelförmige Barytkonkretionen aus dem Wildflysch,,
Schweizer Strahler 8 / 83,Albert Wagner,"Die Mineralien aus dem Val Calanca und den Steinbrüchen von Arvigo, Graubünden",,
Schweizer Strahler 8 / 83,Stefan Graeser,"Anatase aus der ""Lärcheltinizone"", Binntal",,
Schweizer Strahler 8 / 83,Urs Oberli,Der Saurierfriedhof am Tendaguru,,
Schweizer Strahler 9 / 84,R. Rykart,"Angelöste Bambauerquarze vom Tomülpass im Safiental, Graubünden",,
Schweizer Strahler 9 / 84,"Alex Kipfer, Peter Stuker","Die Mineral-Paragenese im Schrattenkalk des Steinbruchs ""Waag"", Unteriberg, Schwyz",Zeichnungen Peter Stuker,
Schweizer Strahler 9 / 84,Franco Brughera,Ein ungewöhnlicher Apatit von der Fibbia,,
Schweizer Strahler 9 / 84,Aldo Toroni,Magnetitkristalle aus dem Adula-Gebiet,,
Schweizer Strahler 9 / 84,Alwin Reithaar,Gesetzmässige Verwachsung grönländischer Bergkristalle,Gitterquarz,
Schweizer Strahler 10 / 84,R. Rykart,Zum Quarzwachstum in einer zentralalpinen Kluft,,
Schweizer Strahler 10 / 84,W. Cabalzar,"Über die Mineralien von Falotta, Graubünden",,
Schweizer Strahler 10 / 84,Aldo Toroni,Chabasit - Funde im Tessin,,
Schweizer Strahler 10 / 84,Hans K. Hess,Eine neue Varietät der Seelilie Millericrinus milleri aus dem unteren Oxford von Liesberg,,
Schweizer Strahler 11 / 84,Aldo Toroni,"Scheelitkristalle von der Alpe Bovarina (Val di Campo) und Iragna, die schönsten, bisher im Tessin gefundenen",,
Schweizer Strahler 11 / 84,Guy Berset,Warum eigentlich synthetische Kristalle,Verfahrenstechnik !,
Schweizer Strahler 11 / 84,Franco Brughera,"Kluftberyll aus dem Steinbruch von Arvigo, Val Calanca",,
Schweizer Strahler 11 / 84,Silvio Lareida,"Apophyllit, Bavenit und Bertrandit vom Bergell",,
Schweizer Strahler 12 / 84,Hans K. Hess,Ein seltener Seeigel aus dem Malm des Juras,,
Schweizer Strahler 12 / 84,E. Offermann,Von dünntafeligen bis langprismatischen Anataskristallen - eine kleine Anatas - Morphologie aus schweizerischen Vorkommen,,
Schweizer Strahler 12 / 84,R. Rykart,Die Enantiomorphie des Quarzes,,
Schweizer Strahler 12 / 84,Stefan Graeser,"Die Mineralien des Straßentunnels Mittal - Hohtenn, Wallis","z. B. Canizzarit, Cosalit, Heyrovskyit, Scheelit, Pyrrhotin",
Schweizer Strahler 12 / 84,C.A. Meyer,Die Seesterne vom Weissenstein,,
Schweizer Strahler 12 / 84,Greti Wälti,Plaudereien über die Mineralien aus dem Furka - Basis- Tunnel,,
Schweizer Strahler 12 / 84,R. Rykart,Zu den Kristallformen in den Barytkonkretionen des Wildflysches,,
Schweizer Strahler 1 / 85,Pierre Favarger,Sind alle Zirkone des Mont-Blanc-Massivs sehr alt ?,,
Schweizer Strahler 1 / 85,R. Rykart,"Nautilus, ein lebendes Fossil",,
Schweizer Strahler 1 / 85,Roger Martin,"Die Septarien aus den Oxformergeln der Drome und aus den Hautes Alpes, Frankreich",,
Schweizer Strahler 1 / 85,Hansrudolf Michel,Fund eines sehr großen Fensterquarzes im Kanton Obwalden,,
Schweizer Strahler 1 / 85,Norbert Burgener,Über ein neues Amethystvorkommen im Binntal,,
Schweizer Strahler 1 / 85,Annemarie Zbinden,Ein Vergleich zwischen rezenten und fossilen Seeigeln aus dem Korallenriff,,
Schweizer Strahler 2  / 85,"Beda Hofmann, Franz Hofmann","Die Mineralien des Steinbruchs Wippel bei Thayngen, Solothurn",,
Schweizer Strahler 2  / 85,Aldo Toroni,"Weitere Chabasitfundstellen im Tessin: Val Onsernone, Centovalli und Riviera",,
Schweizer Strahler 2  / 85,"H.A. Stalder, Th. Armbruster","Ein seltenes Sulfosalz vom Zevreilasee, Vals, Graubünden",Antimon - Giessenit,
Schweizer Strahler 2  / 85,R. Rykart,Vergleich der relativen Wachstumsgeschwindigkeit von Tafelspat und Quarz,,
Schweizer Strahler 2  / 85,"Daniel Hiltbrunner, Max Hiltbrunner",Faszinierender Farben- und Formenreichtum am Beispiel einiger Titanitkristalle,,
Schweizer Strahler 3  / 85,Hans Hess,"Nachträge zu "" Die fossilen Echinodermen des Schweizer Jura "" Echiniden, 1. Beitrag",,
Schweizer Strahler 3  / 85,"Rudolf Rykart, Hansrudolf MIchel","Szepterkappenquarze von der Grimsel, Bern",,
Schweizer Strahler 3  / 85,Carl Bodemnann,Binntaler Funde 1,,
Schweizer Strahler 3  / 85,Walter Frei,"Zu den Echinodermenfunde von Schinznach - Dorf, Aargau",,
Schweizer Strahler 3  / 85,"Walter Frei, R. Rykart","Ungewöhnlich ausgebildeter Flachquarz mit gegabeltem milchigem Faden vom Zwölfihorn im Piz Beverin-Gebiet, Graubünden",,
Schweizer Strahler 3  / 85,"Hermann Ogi, Michael Soom",Synchisit,"Aegerten, Baltschiedertal",
Schweizer Strahler 3  / 85,H.A. Stalder,Das Mineralienkabinett des F.L.  Tscharner,,
Schweizer Strahler 3  / 85,Aldo Toroni,Neue Fluoritfunde auf der Südseite des Gotthardmassivs,,
Schweizer Strahler 4  / 85,Hans Baumann,Zu den Quarzformen von Grindelwald,,
Schweizer Strahler 4  / 85,R. Rykart,Dauphineer- und Brasilianer-Zwillingsgrenzen auf natürlich angeätzten Quarzen,,
Schweizer Strahler 4  / 85,R. Rykart,Farbzentrenbildungen in Quarzen,,
Schweizer Strahler 4  / 85,Lelio Bernardoni,Mineraliensuche in Marokko,,
Schweizer Strahler 4  / 85,Silvio Lareida,Axinitfund im Samnaum,,
Schweizer Strahler 4  / 85,Andreas Burkhard,Arsenolamprit und Arsen vom Lengenbach,,
Schweizer Strahler 5  / 86,"Peter Kürsteienr, Michael Soom",Chobelwand - Fluoritfundstelle im Alpstein,,
Schweizer Strahler 5  / 86,R. Rykart,Wachstumsbeschleunigung durch Zwillingsbildung,Japanerzwillinge,
Schweizer Strahler 5  / 86,Aldo Toroni,Helle und dunkle Rauchquarze mit Tessinerhabitus,,
Schweizer Strahler 6  / 86,"A. Bachmann, R. Eichin. H.R. Rüegg, L. Schmutz, C. Vogel","Antimon - Mineralien aus dem Malcantone, Vorkommen und Ausbildung",Aranno,
Schweizer Strahler 6  / 86,Peter Stuker,Anataszwillinge aus dem Rotondogranit,Furkatunnel,
Schweizer Strahler 7 / 86,E. Offermann,Stereofotografien von Mineralien,,
Schweizer Strahler 7 / 86,Hans Hess,Eine neue Seesternplatte vom Weissenstein,,
Schweizer Strahler 7 / 86,P. Vollenweider,"Eine überraschende Entdeckung an Quarzkristallen vom Bächistock, Uri",verdrehte Friedländerquarze,
Schweizer Strahler 7 / 86,"Th. Mummenthaler, Alfred Frey","Neue Mineralparagenese vom Gischigletscher, Binntal","Gold, Bismuthinit, Metatorbernit, Bismutit, ",
Schweizer Strahler 7 / 86,"R. Rykart, Rudolf Volken","Flache Amethystaggregate aus dem Gebiet des Binntales, Wallis",Chummibort,
Schweizer Strahler 7 / 86,"R. Rykart, G. Kronig",Axinit und Titait aus dem Zermattergebiet,,
Schweizer Strahler 8 / 86,Alexander Beck,Das Wachstumsphänomen imperfekter Zwillingskristalle,,
Schweizer Strahler 8 / 86,"R. Rykart, G. Kronig","Ein außergewöhnlicher Quarzfund am Stockchnubel bei Zermatt, Wallis",,
Schweizer Strahler 8 / 86,Carl Bodenmann,Binntalerfunde II,Kathedralenquarz,
Schweizer Strahler 8 / 86,Annemarie Zbinden,"Nachträge zu "" Die fossilen Echinodermen des Schweizer Jura "" Echiniden, 2. Beitrag",,
Schweizer Strahler 8 / 86,Annemarie Zbinden,"Nachträge zu "" Die fossilen Echinodermen des Schweizer Jura "" Echiniden, 3. Beitrag",,
Schweizer Strahler 8 / 86,"Thomas Geiger, Hans Altdorfer",Über einen Fund von Ullmannit beim Bau des Furkabasistunnels,,
Schweizer Strahler 8 / 86,"R. Rykart, K. Schindler, A. Imsand",Über drei Mineralfunde im Oberwallis,"Quarzfund auf Gämschfax, nordwestlich Obergesteln ; Rosafluorit aus dem hinteren Gerental ; Leicht bläulich schimmernde Quarze vom Ritzhorn auf der Griesgletscher Nordseite",
Schweizer Strahler 8 / 86,E. Offermann,Kleinmineralien in 3 - D aus dem Schweizer Jura,,
Schweizer Strahler 9 / 87,R. Rykart,Herkunft der Begriffe Kristall und Kristallographie,,
Schweizer Strahler 9 / 87,R. Rykart,Ungewöhnlich ausgebildete Amethystdoppelender aus dem Aarmassiv,,
Schweizer Strahler 9 / 87,Annemarie Zbinden,"Nachträge zu "" Die fossilen Echinodermen des Schweizer Jura ""  4. Beitrag",,
Schweizer Strahler 9 / 87,Aldo Toroni,Ein Aquamarin von Claro,,
Schweizer Strahler 9 / 87,Aldo Toroni,Quarzkristalle vom Gotthardgebiet mit Muzo-Habitus bildender trigonaler Streifung,,
Schweizer Strahler 9 / 87,R. Rykart,Falsche Diamanten,,
Schweizer Strahler 10 / 87,H.A. Stalder,"Die geschützte Mineralkluft an der Gerstenegg, Grimsel, Bern",,
Schweizer Strahler 10 / 87,Ernst Rufibach,Bericht über die Arbeit an der geschützten Kluft,,
Schweizer Strahler 11 / 87,Stefan Graeser,Neue Mineralfunde aus der Region Cherbadung / Cervandone,,
Schweizer Strahler 11 / 87,"Pierre Rerroud, Nicolas Meisser","Die Sulfate von Les Valettes, Wallis",,
Schweizer Strahler 11 / 87,Carl Bodenmann,Bintaler Funde III,Binneltini,
Schweizer Strahler 11 / 87,"R. Rykart, Ferdinand Bochsler",Rosafarbige Monazitkristalle von Guttannen,,
Schweizer Strahler 11 / 87,Aldo Toroni,"Adulare ungewöhnlicher Größe vom Pizzo dell´Arzo, Val Bavona, Tessin",,
Schweizer Strahler 11 / 87,Annemarie Zbinden,"Nachträge zu "" Die fossilen Echinodermen des Schweizer Jura ""  5. Beitrag, 1. Teil",,
Schweizer Strahler 12 / 87,Röbi Hauser,Zwei ereignisreiche Tage in Uri,"Müeterslihorn, Uri ; Intschitobel",
Schweizer Strahler 12 / 87,"R. Rykart, Karl Hotz",Hyalit als jüngste Mineralbildung in einer alpinen Zerrkluft,,
Schweizer Strahler 12 / 87,Annemarie Zbinden,"Nachträge zu "" Die fossilen Echinodermen des Schweizer Jura ""  5. Beitrag, 2. Teil",,
Schweizer Strahler 12 / 87,Hans Hess,Ein Schlangenstern aus dem OberenJura von Reuchenette,,
Schweizer Strahler 12 / 87,Walter Gabriel,Asbestförmige Mineralstoffe,,
Schweizer Strahler 12 / 87,E. Offermann,"3 x TiO², 3 - D",,
Schweizer Strahler 1 / 88,"Thomas Geiger, Walter Cabalzar","Tripuhyit - ein neuer Fund von Falotta, Graubünden",,
Schweizer Strahler 1 / 88,A. Frey,Steinbruch Enney 1987,,
Schweizer Strahler 1 / 88,"Hans Fischer, Gunter Militzer","Neuvermessung der Höhle Mondmilchloch, Pilatus",,
Schweizer Strahler 1 / 88,Aldo Toroni,Herkunft der für den Reliquienschrein von San Carlo verwendeten Quarze,,
Schweizer Strahler 1 / 88,Annemarie Zbinden,"Nachträge zu "" Die fossilen Echinodermen des Schweizer Jura ""  6. Beitrag",,
Schweizer Strahler 2 / 88,"H.A. Stalder, Ch. Wenger",Scheelit aus dem Aar- und Gotthardmassiv,,
Schweizer Strahler 2 / 88,H.A. Stalder,Phenakit aus dem Druntobel,,
Schweizer Strahler 2 / 88,E. Offermann,Apatit und Milarit aus dem Vorderrheingebiet,,
Schweizer Strahler 2 / 88,E. Offermann,Bündner Quarzkristalle mit Einschlüsssen anderer Mineralien,,
Schweizer Strahler 2 / 88,Annemarie Zbinden,"Nachträge zu "" Die fossilen Echinodermen des Schweizer Jura ""  7. Beitrag",,
Schweizer Strahler 3 / 88,Hans Fischer,"Glaukonit: Vorkommen, Mineralogie, Bedeutung",,
Schweizer Strahler 3 / 88,Aldo Toroni,"Ein flächenreicher Pyrit von der Scinfüs, Tessin",,
Schweizer Strahler 3 / 88,"Th. Mummenthaler, A. Frey, Christian Margot","Cervandonit-(Ce), ein neues Mineral aus der Region Cherbadung ",,
Schweizer Strahler 3 / 88,R. Rykart,Amethystfarbige Quarzkristalle aus dem Jura,,
Schweizer Strahler 4 / 88,E. Offermann,Kleine Morphologie von Granatkristallen aus der Schweiz - Idealbild und Wirklichkeit,,
Schweizer Strahler 4 / 88,"Hermann Ogi, Michael Soom","Eine Winterfundstelle: Fluorit und andere Mineralien von Eggerberg (Lötschberg - Südrampe, Wallis )",,
Schweizer Strahler 4 / 88,Flavio Rizzi,Axinitfund im oberen Val Maggia,,
Schweizer Strahler 4 / 88,E. Offermann,Lengenbachit auf einer koreanischen Briefmarke,,
Schweizer Strahler 4 / 88,Hans Mory,Goldene Haare,Millerit,
Schweizer Strahler 4 / 88,Bernard Hiltpold,Das Museum im Hospiz des Grossen Sankt Bernhard,,
,,,,
,,,,
,,,,
,,,,
,,,,
Schweizer Strahler 1 / 2000,B. Schaub,"Die Eisenrose vom Gotthard, ein Jahrhundertfund",,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Schweizer Strahler\Schweizer Strahler als pdf\Schweizer Strahler 2000 01 300.pdf
Schweizer Strahler 1 / 2000,H. Heldner,Zum Stabilisieren von Edelsteinen,,
Schweizer Strahler 1 / 2000,Dr. A. Toroni,Schwarze Turmaline aus dem Val Bavona,,
Schweizer Strahler 1 / 2000,A. Frey,Schweizer Rubine von Hand geschliffen,,
Schweizer Strahler 1 / 2000,R. Reuse,Mineralogische Kuriositäten,,
Schweizer Strahler 1 / 2000,A. Frey,Säulensteine – Stylolithen,,
Schweizer Strahler 1 / 2000,F. Isepponi,Wind und Wetter beim Ilmenitrosenfund 1987,,
Schweizer Strahler 1 / 2000,R. Rykart,"Die Quarze von Ploemeur, Bretagne, Frankreich",,
Schweizer Strahler 1 / 2000,Dr. E. Offermann,Zur Morphologie des Staurolithes,,
Schweizer Strahler 2 / 2000,"A. Wagner, Prof. Dr. H. A. Stalder","Arvigo, eine der bekanntesten Mineralfundstellen der Schweiz, Teil eins",,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Schweizer Strahler\Schweizer Strahler als pdf\Schweizer Strahler 2000 02 300.pdf
Schweizer Strahler 2 / 2000,Dr. D. Decrouez,Geologische Wanderungen in den Alpen der Haute Savoie: Der Chinaillon und seine Umgebung,,
Schweizer Strahler 2 / 2000,"A. van der Burgt, Dr. S. Cuchet","Entdeckung von Torbernit am Gischigletscher, Binntal, Wallis, Schweiz",,
Schweizer Strahler 2 / 2000,N. Meisser,Befristete Ausstellung des Musée cantonal de Lausanne: Edelsteine,,
Schweizer Strahler 3 / 2000,"S. Ansermet, N. Meisser","Die Mineralien der Skarne vom Mount Chemin, Wallis",,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Schweizer Strahler\Schweizer Strahler als pdf\Schweizer Strahler 2000 03 300.pdf
Schweizer Strahler 3 / 2000,C. Bodenmann,"Quarze und Fluorite am Calanda, Graubünden",,
Schweizer Strahler 3 / 2000,"A. Wagner, Prof. Dr. H. A. Stalder","Arvigo, eine der bekanntesten Mineralfundstellen der Schweiz, Teil zwei",,
Schweizer Strahler 4 / 2000,W. Bürgi,Der Schatz aus der Tiefe des Berges,Die Mineralienaufsicht der NEAT-Baustelle im Urnerland,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Schweizer Strahler\Schweizer Strahler als pdf\Schweizer Strahler 2000 04 300.pdf
Schweizer Strahler 4 / 2000,B. Werner,"Ein Fund , der fast verschlafen wurde",Quarzkluft an der Grimsel,
Schweizer Strahler 4 / 2000,J. - B. De Lamarck,Über die Fossilien,,
Schweizer Strahler 4 / 2000,M. Monbaron,Knochenjagd in Marokko,,
Schweizer Strahler 4 / 2000,W. Bürgi,Eine Leidenschaft für Gold,Helvetisches Goldmuseum in Burgdorf,
Schweizer Strahler 1 / 2001,"J. Mullis, R. Oberhänsli",Kronleuchter aus Bergkristall,Aus den schweizer Alpen in die friedrizianischen Schösser von Potsdam und Berlin; Sanssoucis,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Schweizer Strahler\Schweizer Strahler als pdf\Schweizer Strahler 2001 01 300.pdf
Schweizer Strahler 1 / 2001,"U. Menkveld-Gfeller, A. Klee",Elfenbein im Kanton Bern,,
Schweizer Strahler 1 / 2001,"H. Zehnder, R. Gruber, T. Imhof",Golden und perfekt: auf Mineraliensuche in Spanien – glänzende Pyritwürfel und mehr,,
Schweizer Strahler 1 / 2001,H. Heldner,Blühende Fantasie – Handelsbezeichnungen und Fantasienamen für Edelsteine,,
Schweizer Strahler 1 / 2001,W. Bähler,Die Fingernagelkluft im Baltschiedertal,,
Schweizer Strahler 1 / 2001,W. Bürgi,Philosoph auf Wanderschaft: Rudolf Zihlmann – was mir meine Steine bedeuten,,
Schweizer Strahler 1 / 2001,H. Heldner,Der ideale Schliffwinkel,,
Schweizer Strahler 2 / 2001,W. Bürgi,Finden macht glücklich – wie Emil Zgraggen auf der Winteregg den „Christbaum“ entdeckte,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Schweizer Strahler\Schweizer Strahler als pdf\Schweizer Strahler 2001 02 300.pdf
Schweizer Strahler 2 / 2001,"J. Brugger, N. Meisser, T. Mummenthaler, P. Berlepsch",Neu: der Cabalzarit,,
Schweizer Strahler 2 / 2001,"P. Roth, R. P. Richards, F. Vanini","Schon oft erwähnt, aber noch nie beschrieben: Anatas epitaktisch auf Hämatit von der Gorb im Binntal",,
Schweizer Strahler 2 / 2001,P. J. Andermatt,Im Jura am schönsten,Coelestin,
Schweizer Strahler 3 / 2001,P. Hottinger,Der Urschläfer von Messel,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Schweizer Strahler\Schweizer Strahler als pdf\Schweizer Strahler 2001 03 300.pdf
Schweizer Strahler 3 / 2001,P. Hottinger,Neanderthaler unsere Vorfahren ?,,
Schweizer Strahler 3 / 2001,C. Vifian,Neugier gepaart mit Rücksicht auf die Natur – Strahlen in den oberen Lagen des Val Bedretto,,
Schweizer Strahler 3 / 2001,H. E. Richter,"Die Berge, der Vater und ein paar Kristalle",Zermatt,
